PMID	doi	year	first_author	title	journal	PubMed_url	doi_url
18439552	10.1016/j.ajhg.2008.03.017	2008	Reiner AP	Polymorphisms of the HNF1A gene encoding hepatocyte nuclear factor-1 alpha are associated with C-reactive protein.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/18439552	https://doi.org/10.1016/j.ajhg.2008.03.017
18471798	10.1016/j.ajhg.2008.04.006	2008	Valdes AM	Genome-wide association scan identifies a prostaglandin-endoperoxide synthase 2 variant involved in risk of knee osteoarthritis.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/18471798	https://doi.org/10.1016/j.ajhg.2008.04.006
18514160	10.1016/j.ajhg.2008.04.019	2008	Arnaud-Lopez L	Phosphodiesterase 8B gene variants are associated with serum TSH levels and thyroid function.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/18514160	https://doi.org/10.1016/j.ajhg.2008.04.019
18760390	10.1016/j.ajhg.2008.08.002	2008	Huyghe JR	Genome-wide SNP-based linkage scan identifies a locus on 8q24 for an age-related hearing impairment trait.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/18760390	https://doi.org/10.1016/j.ajhg.2008.08.002
18940312	10.1016/j.ajhg.2008.09.012	2008	Yuan X	Population-based genome-wide association studies reveal six loci influencing plasma levels of liver enzymes.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/18940312	https://doi.org/10.1016/j.ajhg.2008.09.012
18976728	10.1016/j.ajhg.2008.10.008	2008	Bertram L	Genome-wide association analysis reveals putative Alzheimer's disease susceptibility loci in addition to APOE.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/18976728	https://doi.org/10.1016/j.ajhg.2008.10.008
19084217	10.1016/j.ajhg.2008.11.011	2008	Benyamin B	Variants in TF and HFE explain approximately 40% of genetic variation in serum-transferrin levels.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/19084217	https://doi.org/10.1016/j.ajhg.2008.11.011
19110211	10.1016/j.ajhg.2008.11.015	2008	Meisinger C	A genome-wide association study identifies three loci associated with mean platelet volume.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/19110211	https://doi.org/10.1016/j.ajhg.2008.11.015
19118814	10.1016/j.ajhg.2008.12.008	2009	Beecham GW	Genome-wide association study implicates a chromosome 12 risk locus for late-onset Alzheimer disease.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/19118814	https://doi.org/10.1016/j.ajhg.2008.12.008
19185284	10.1016/j.ajhg.2008.12.019	2009	Ferrucci L	Common variation in the beta-carotene 15,15'-monooxygenase 1 gene affects circulating levels of carotenoids: a genome-wide association study.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/19185284	https://doi.org/10.1016/j.ajhg.2008.12.019
19230858	10.1016/j.ajhg.2009.01.023	2009	Schrauwen I	A genome-wide analysis identifies genetic variants in the RELN gene associated with otosclerosis.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/19230858	https://doi.org/10.1016/j.ajhg.2009.01.023
19249006	10.1016/j.ajhg.2009.01.025	2009	Xiong DH	Genome-wide association and follow-up replication studies identified ADAMTS18 and TGFBR3 as bone mass candidate genes in different ethnic groups.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/19249006	https://doi.org/10.1016/j.ajhg.2009.01.025
19268274	10.1016/j.ajhg.2009.02.004	2009	Liu XG	Genome-wide association and replication studies identified TRHR as an important gene for lean body mass.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/19268274	https://doi.org/10.1016/j.ajhg.2009.02.004
19268276	10.1016/j.ajhg.2009.02.001	2009	Vink JM	Genome-wide association study of smoking initiation and current smoking.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/19268276	https://doi.org/10.1016/j.ajhg.2009.02.001
19303062	10.1016/j.ajhg.2009.02.011	2009	Tanaka T	Genome-wide association study of vitamin B6, vitamin B12, folate, and homocysteine blood concentrations.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/19303062	https://doi.org/10.1016/j.ajhg.2009.02.011
19426955	10.1016/j.ajhg.2009.04.006	2009	Himes BE	Genome-wide association analysis identifies PDE4D as an asthma-susceptibility gene.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/19426955	https://doi.org/10.1016/j.ajhg.2009.04.006
19664746	10.1016/j.ajhg.2009.07.007	2009	Tse KP	Genome-wide association study reveals multiple nasopharyngeal carcinoma-associated loci within the HLA region at chromosome 6p21.3.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/19664746	https://doi.org/10.1016/j.ajhg.2009.07.007
19836008	10.1016/j.ajhg.2009.09.012	2009	Landi MT	A genome-wide association study of lung cancer identifies a region of chromosome 5p15 associated with risk for adenocarcinoma.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/19836008	https://doi.org/10.1016/j.ajhg.2009.09.012
19896111	10.1016/j.ajhg.2009.10.009	2009	Medland SE	Common variants in the trichohyalin gene are associated with straight hair in Europeans.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/19896111	https://doi.org/10.1016/j.ajhg.2009.10.009
20096396	10.1016/j.ajhg.2009.12.014	2010	Kung AW	Association of JAG1 with bone mineral density and osteoporotic fractures: a genome-wide association study and follow-up replication studies.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/20096396	https://doi.org/10.1016/j.ajhg.2009.12.014
20152958	10.1016/j.ajhg.2010.01.025	2010	Xing C	A weighted false discovery rate control procedure reveals alleles at FOXA2 that influence fasting glucose levels.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/20152958	https://doi.org/10.1016/j.ajhg.2010.01.025
20159113	10.1016/j.ajhg.2010.01.017	2010	Jakkula E	Genome-wide association study in a high-risk isolate for multiple sclerosis reveals associated variants in STAT3 gene.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/20159113	https://doi.org/10.1016/j.ajhg.2010.01.017
20303062	10.1016/j.ajhg.2010.02.017	2010	Medland SE	A variant in LIN28B is associated with 2D:4D finger-length ratio, a putative retrospective biomarker of prenatal testosterone exposure.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/20303062	https://doi.org/10.1016/j.ajhg.2010.02.017
20303064	10.1016/j.ajhg.2010.02.016	2010	Houlihan LM	Common variants of large effect in F12, KNG1, and HRG are associated with activated partial thromboplastin time.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/20303064	https://doi.org/10.1016/j.ajhg.2010.02.016
20602913	10.1016/j.ajhg.2010.05.017	2010	Duffy DL	IRF4 variants have age-specific effects on nevus count and predispose to melanoma.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/20602913	https://doi.org/10.1016/j.ajhg.2010.05.017
20826269	10.1016/j.ajhg.2010.08.005	2010	Panicker V	A locus on chromosome 1p36 is associated with thyrotropin and thyroid function as identified by genome-wide association study.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/20826269	https://doi.org/10.1016/j.ajhg.2010.08.005
20887962	10.1016/j.ajhg.2010.09.004	2010	Jee SH	Adiponectin concentrations: a genome-wide association study.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/20887962	https://doi.org/10.1016/j.ajhg.2010.09.004
21087763	10.1016/j.ajhg.2010.11.002	2010	Carrasquillo MM	Genome-wide screen identifies rs646776 near sortilin as a regulator of progranulin levels in human plasma.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/21087763	https://doi.org/10.1016/j.ajhg.2010.11.002
21353194	10.1016/j.ajhg.2011.01.017	2011	Cichon S	Genome-wide association study identifies genetic variation in neurocan as a susceptibility factor for bipolar disorder.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/21353194	https://doi.org/10.1016/j.ajhg.2011.01.017
21565293	10.1016/j.ajhg.2011.04.015	2011	Teumer A	Genome-wide association study identifies four genetic loci associated with thyroid volume and goiter risk.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/21565293	https://doi.org/10.1016/j.ajhg.2011.04.015
21640322	10.1016/j.ajhg.2011.04.022	2011	Shi Y	Genetic variants at 13q12.12 are associated with high myopia in the Han Chinese population.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/21640322	https://doi.org/10.1016/j.ajhg.2011.04.022
21700265	10.1016/j.ajhg.2011.05.019	2011	Kullo IJ	Complement receptor 1 gene variants are associated with erythrocyte sedimentation rate.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/21700265	https://doi.org/10.1016/j.ajhg.2011.05.019
21835309	10.1016/j.ajhg.2011.07.011	2011	Larsson M	GWAS findings for human iris patterns: associations with variants in genes that influence normal neuronal pattern development.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/21835309	https://doi.org/10.1016/j.ajhg.2011.07.011
21871595	10.1016/j.ajhg.2011.08.001	2011	Day-Williams AG	A variant in MCF2L is associated with osteoarthritis.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/21871595	https://doi.org/10.1016/j.ajhg.2011.08.001
21981779	10.1016/j.ajhg.2011.09.008	2011	Denny JC	Variants near FOXE1 are associated with hypothyroidism and other thyroid conditions: using electronic medical records for genome- and phenome-wide studies.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/21981779	https://doi.org/10.1016/j.ajhg.2011.09.008
22055160	10.1016/j.ajhg.2011.10.002	2011	Bown MJ	Abdominal aortic aneurysm is associated with a variant in low-density lipoprotein receptor-related protein 1.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/22055160	https://doi.org/10.1016/j.ajhg.2011.10.002
22341974	10.1016/j.ajhg.2011.12.021	2012	Paternoster L	Genome-wide association study of three-dimensional facial morphology identifies a variant in PAX3 associated with nasion position.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/22341974	https://doi.org/10.1016/j.ajhg.2011.12.021
22482804	10.1016/j.ajhg.2012.02.020	2012	Ellinghaus D	Combined analysis of genome-wide association studies for Crohn disease and psoriasis identifies seven shared susceptibility loci.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/22482804	https://doi.org/10.1016/j.ajhg.2012.02.020
22541561	10.1016/j.ajhg.2012.04.001	2012	Zhao H	A genome-wide association study reveals that variants within the HLA region are associated with risk for nonobstructive azoospermia.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/22541561	https://doi.org/10.1016/j.ajhg.2012.04.001
22633400	10.1016/j.ajhg.2012.04.016	2012	Kosova G	Genome-wide association study identifies candidate genes for male fertility traits in humans.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/22633400	https://doi.org/10.1016/j.ajhg.2012.04.016
22703881	10.1016/j.ajhg.2012.05.009	2012	Tang W	Genetic associations for activated partial thromboplastin time and prothrombin time, their gene expression profiles, and risk of coronary artery disease.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/22703881	https://doi.org/10.1016/j.ajhg.2012.05.009
22726844	10.1016/j.ajhg.2012.05.019	2012	Kim JW	A common variant in SLC8A1 is associated with the duration of the electrocardiographic QT interval.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/22726844	https://doi.org/10.1016/j.ajhg.2012.05.019
22939635	10.1016/j.ajhg.2012.07.023	2012	Reiner AP	Genome-wide association and population genetic analysis of C-reactive protein in African American and Hispanic American women.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/22939635	https://doi.org/10.1016/j.ajhg.2012.07.023
23022100	10.1016/j.ajhg.2012.08.021	2012	Franceschini N	Discovery and fine mapping of serum protein loci through transethnic meta-analysis.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/23022100	https://doi.org/10.1016/j.ajhg.2012.08.021
23103227	10.1016/j.ajhg.2012.09.009	2012	Jin G	Genetic variants at 6p21.1 and 7p15.3 are associated with risk of multiple cancers in Han Chinese.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/23103227	https://doi.org/10.1016/j.ajhg.2012.09.009
23273568	10.1016/j.ajhg.2012.11.018	2012	Yang W	Meta-analysis followed by replication identifies loci in or near CDKN1B, TET3, CD80, DRAM1, and ARID5B as associated with systemic lupus erythematosus in Asians.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/23273568	https://doi.org/10.1016/j.ajhg.2012.11.018
23643386	10.1016/j.ajhg.2013.04.009	2013	Hatoum IJ	Weight loss after gastric bypass is associated with a variant at 15q26.1.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/23643386	https://doi.org/10.1016/j.ajhg.2013.04.009
23726366	10.1016/j.ajhg.2013.04.025	2013	Coram MA	Genome-wide characterization of shared and distinct genetic components that influence blood lipid levels in ethnically diverse human populations.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/23726366	https://doi.org/10.1016/j.ajhg.2013.04.025
23830517	10.1016/j.ajhg.2013.05.026	2013	Saruhan-Direskeneli G	Identification of multiple genetic susceptibility loci in Takayasu arteritis.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/23830517	https://doi.org/10.1016/j.ajhg.2013.05.026
23972371	10.1016/j.ajhg.2013.07.010	2013	Franceschini N	Genome-wide association analysis of blood-pressure traits in African-ancestry individuals reveals common associated genes in African and non-African populations.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/23972371	https://doi.org/10.1016/j.ajhg.2013.07.010
24144296	10.1016/j.ajhg.2013.06.016	2013	Cheng CY	Nine loci for ocular axial length identified through genome-wide association studies, including shared loci with refractive error.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/24144296	https://doi.org/10.1016/j.ajhg.2013.06.016
24387989	10.1016/j.ajhg.2013.12.002	2014	Mayes MD	Immunochip analysis identifies multiple susceptibility loci for systemic sclerosis.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/24387989	https://doi.org/10.1016/j.ajhg.2013.12.002
24507774	10.1016/j.ajhg.2014.01.009	2014	Peloso GM	Association of low-frequency and rare coding-sequence variants with blood lipids and coronary heart disease in 56,000 whites and blacks.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/24507774	https://doi.org/10.1016/j.ajhg.2014.01.009
24656865	10.1016/j.ajhg.2014.02.012	2014	Woo D	Meta-analysis of genome-wide association studies identifies 1q22 as a susceptibility locus for intracerebral hemorrhage.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/24656865	https://doi.org/10.1016/j.ajhg.2014.02.012
24954895	10.1016/j.ajhg.2014.05.010	2014	Simino J	Gene-age interactions in blood pressure regulation: a large-scale investigation with the CHARGE, Global BPgen, and ICBP Consortia.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/24954895	https://doi.org/10.1016/j.ajhg.2014.05.010
24975945	10.1016/j.ajhg.2014.06.002	2014	Ganesh SK	Effects of long-term averaging of quantitative blood pressure traits on the detection of genetic associations.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/24975945	https://doi.org/10.1016/j.ajhg.2014.06.002
25279986	10.1016/j.ajhg.2014.09.004	2014	Skibola CF	Genome-wide association study identifies five susceptibility loci for follicular lymphoma outside the HLA region.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/25279986	https://doi.org/10.1016/j.ajhg.2014.09.004
25574825	10.1016/j.ajhg.2014.12.004	2015	Baurecht H	Genome-wide comparative analysis of atopic dermatitis and psoriasis gives insight into opposing genetic mechanisms.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/25574825	https://doi.org/10.1016/j.ajhg.2014.12.004
25772935	10.1016/j.ajhg.2015.01.019	2015	Germain M	Meta-analysis of 65,734 individuals identifies TSPAN15 and SLC44A2 as two susceptibility loci for venous thromboembolism.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/25772935	https://doi.org/10.1016/j.ajhg.2015.01.019
25817017	10.1016/j.ajhg.2015.02.009	2015	Carmona FD	A large-scale genetic analysis reveals a strong contribution of the HLA class II region to giant cell arteritis susceptibility.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/25817017	https://doi.org/10.1016/j.ajhg.2015.02.009
25865494	10.1016/j.ajhg.2015.02.018	2015	Chan Y	Genome-wide Analysis of Body Proportion Classifies Height-Associated Variants by Mechanism of Action and Implicates Genes Important for Skeletal Development.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/25865494	https://doi.org/10.1016/j.ajhg.2015.02.018
26211971	10.1016/j.ajhg.2015.06.012	2015	Ogura Y	A Functional SNP in BNC2 Is Associated with Adolescent Idiopathic Scoliosis.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/26211971	https://doi.org/10.1016/j.ajhg.2015.06.012
26626624	10.1016/j.ajhg.2015.10.019	2015	Stuart PE	Genome-wide Association Analysis of Psoriatic Arthritis and Cutaneous Psoriasis Reveals Differences in Their Genetic Architecture.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/26626624	https://doi.org/10.1016/j.ajhg.2015.10.019
26805783	10.1016/j.ajhg.2015.12.003	2016	Schick UM	Genome-wide Association Study of Platelet Count Identifies Ancestry-Specific Loci in Hispanic/Latino Americans.	Am J Hum Genet	https://pubmed.ncbi.nlm.nih.gov/26805783	https://doi.org/10.1016/j.ajhg.2015.12.003
